"Response ID","Time Started","Date Submitted","Status","Legacy Comments","Comments","Language","Referer","Extended Referer","SessionID","User Agent","Extended User Agent","Tags","Firefox Version","Default Browser","Search Engine","Sync Setup","Shield ID","Branch","Familiar:Reasonsboxes","Independent from big companies:Reasonsboxes","Recommended by a friend:Reasonsboxes","Customizable:Reasonsboxes","Different from the usual:Reasonsboxes","Open-source:Reasonsboxes","Friendly:Reasonsboxes","Fast at loading pages:Reasonsboxes","Popular:Reasonsboxes","Stable- doesn’t crash:Reasonsboxes","Loved by the tech press:Reasonsboxes","Cool:Reasonsboxes","Easy to find on my computer:Reasonsboxes","Simple to use:Reasonsboxes","Full of features:Reasonsboxes","Secure:Reasonsboxes","Private:Reasonsboxes","Efficient:Reasonsboxes","Socially responsible:Reasonsboxes","Has a good reputation:Reasonsboxes","On my side:Reasonsboxes","Something I've been using for years:Reasonsboxes","Distinctive:Reasonsboxes","New Hidden Value","Loyal:Affect","Admiring:Affect","Friendly:Affect","Enthusiastic:Affect","Hooked:Affect","Disgusted:Affect","Frustrated:Affect","Unsatisfied:Affect","Annoyed:Affect","Turned off:Affect","Used an online encyclopedia such as Wikipedia:TasksA","Checked the weather online:TasksA","Visited a group-buying / deal site such as Groupon:TasksA","Watched a vlog:TasksA","Visited an online retail site or store such as Amazon:TasksA","Made a phone call over the internet:TasksA","Listened to an online radio station / service:TasksA","Uploaded / shared a video:TasksA","Used a music-streaming service:TasksA","Used an online dating service:TasksA","Listened to or watched a podcast:TasksA","Used a price comparison service:TasksA","Visited / used a blogging service:TasksA","Used voice search or voice command tools (e.g. Siri, Cortana):TasksA","Posted a comment in a forum:TasksA","Visited a job / recruitment site:TasksA","Visited a business news website:TasksA","Used a chat or instant messaging service:TasksA","I have not done any of these tasks in the last 7 days:TasksA","Visited a travel / vacation website:TasksB","Used a search engine:TasksB","Purchased a product online:TasksB","Used a map or directions service:TasksB","Read or sent an email:TasksB","Posted a review of a product, company or service:TasksB","Visited / used a social network:TasksB","Visited an online casino, gambling, betting or lottery service:TasksB","Used website to order take-away food for delivery:TasksB","Watched sports coverage or highlights online:TasksB","Sold a product online:TasksB","Uploaded / shared a photo:TasksB","Used an internet banking service:TasksB","Visited an online auction site:TasksB","Watched a video clip or visited a video-sharing site:TasksB","Visited a news website:TasksB","Searched for a product or service you want to buy:TasksB","Used a chat or instant messaging service:TasksB","I have not done any of these tasks in the last 7 days:TasksB","Opensource:Shared Values","Independant:Shared Values","NetNeutrality:Shared Values","Available:Shared Values","Privacy:Shared Values","workhours","nonworkhours","primaryness"
"1250","Sep 15, 2018 4:39:22 pm","Sep 15, 2018 4:44:40 pm","Complete","","","English","","","1537054762_5b9d982a464762.86792279","","","","61.0.2","0","google-2018","1","396368b3-4fc1-4aff-8afc-e680cb2562f0","","","Independent","","","","","","Fast","","Stable","","","","","","Secure","","Efficient","","","","","","09/15/2018","0","0","1","0","0","0","1","1","1","0","39","","","","43","","","","","","","","51","","","","55","","","1","2","3","4","5","","7","","","","","","13","14","15","16","17","","","4","4","4","4","4","1","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1251","Sep 15, 2018 4:45:44 pm","Sep 15, 2018 4:53:31 pm","Complete","","","English","","","1537055144_5b9d99a80345c5.13303583","","","","60.0.1","0","yahoo","0","bfb3d107-7860-41a4-9648-8dfe7537eedf","","","","","","","","","Fast","","Stable","","","Easy to find","Simple","","","","","","","","","","09/15/2018","3","3","3","3","2","0","0","0","0","0","","40","","","","","","","","","","","","","","","55","","","","2","","","5","","7","","","","","","","","15","16","","","","0","4","4","4","4","0","8","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1252","Sep 15, 2018 4:46:46 pm","Sep 15, 2018 4:50:55 pm","Complete","","","English","","","1537055206_5b9d99e677c996.57071170","","","","62.0","1","google-2018","0","e2b908b7-8ef8-494f-a826-0e3efbdae8a0","","","Independent","","Customizable","Different","Opensource","Friendly","","Popular","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","Been using for years","Distinctive","09/15/2018","3","3","3","3","3","0","0","0","","0","","40","","42","","","","","47","","49","50","51","","","","55","","","","2","3","4","5","6","7","","","","","","13","","","","","","","4","4","4","4","4","1","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1253","Sep 15, 2018 4:54:48 pm","Sep 15, 2018 5:02:36 pm","Complete","","","English","","","1537055688_5b9d9bc849cff7.63227833","","","","56.0.2","1","google-nocodes","0","a63f55c8-7786-4313-b263-53e5b0c55446","","","Independent","","","","Opensource","","Fast","","Stable","","","","","","Secure","","","Socially responsible","","","Been using for years","","09/15/2018","3","0","2","1","0","3","3","2","3","3","39","","","","43","","45","","","","","","","","53","","55","","","","2","3","4","5","","7","","","","","12","","14","15","16","17","","","4","4","4","4","4","0","4","FF only"
"1254","Sep 15, 2018 4:55:49 pm","Sep 15, 2018 4:56:20 pm","Partial","","","English","","","1537055749_5b9d9c056a6c03.53935112","","","","62.0","0","google-2018","1","996c8d8f-b5b3-41a5-8ff5-ff3f725c16c7","","","Independent","","Customizable","","","","Fast","","Stable","","","Easy to find","","Full of features","","","Efficient","","","On my side","","","09/15/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1255","Sep 15, 2018 4:54:08 pm","Sep 15, 2018 5:01:42 pm","Complete","","","English","","","1537055648_5b9d9ba02380d5.53272360","","","","62.0","1","google-2018","0","18e5ce43-d03e-435c-b3f6-cf9f1a9dd726","","","","","","","","","","","Stable","","","","","","Secure","","Efficient","","Good reputation","","","","09/15/2018","1","2","2","1","1","0","0","0","0","0","39","","","","43","","","","","","","","","","","","55","","","1","2","3","","5","","","","","10","","","13","","","16","17","","","2","3","2","4","3","0","3","FF only"
"1256","Sep 15, 2018 5:01:10 pm","Sep 15, 2018 5:02:14 pm","Partial","","","English","","","1537056070_5b9d9d4693fbe8.90619292","","","","62.0","1","google-2018","0","aa72fed0-e4be-491a-8f52-e6947bf468f9","","","","","","","","","","","Stable","","","","","","Secure","Private","","","","","Been using for years","","09/15/2018","3","2","2","1","2","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1257","Sep 15, 2018 5:02:56 pm","Sep 15, 2018 5:04:01 pm","Partial","","","English","","","1537056176_5b9d9db075e232.27091055","","","","62.0","1","null","0","b1328752-07df-4467-8cd7-eb1cc1d875d2","","","Independent","","Customizable","Different","Opensource","Friendly","Fast","Popular","Stable","","","Easy to find","Simple","Full of features","Secure","","Efficient","Socially responsible","Good reputation","On my side","","Distinctive","09/15/2018","3","3","3","3","3","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1258","Sep 15, 2018 5:05:43 pm","Sep 15, 2018 5:11:49 pm","Complete","","","English","","","1537056343_5b9d9e571ee2d4.51000482","","","","62.0","0","google-2018","0","1840e2c7-3857-443c-bf24-8b3a7cfdfe1e","","","Independent","","Customizable","","","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","","","09/15/2018","1","1","0","1","1","0","0","0","1","0","","","","","","","","","","","","","","","","","","","57","","","","","","","","","","","","","","","","","","","19","0","3","1","3","4","0","0","FF only"
"1259","Sep 15, 2018 5:06:05 pm","Sep 15, 2018 5:12:41 pm","Complete","","","English","","","1537056365_5b9d9e6d672e41.90317941","","","","62.0","0","google-2018","1","fa890fcb-a1b2-4ae0-8147-3d6b5d867a38","","","Independent","","","","","Friendly","Fast","","Stable","","","","Simple","","Secure","Private","Efficient","Socially responsible","","","Been using for years","","09/15/2018","3","1","1","3","0","1","3","1","0","2","","","","","43","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","0","4","0","0","4","000","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1260","Sep 15, 2018 5:08:46 pm","Sep 15, 2018 5:17:21 pm","Complete","","","English","","","1537056526_5b9d9f0e9f78a7.56466685","","","","62.0","1","google-2018","0","20826fa8-5f32-4722-9fad-ef3445d9efdc","","","","","Customizable","","Opensource","","Fast","","Stable","","","","","","","","Efficient","Socially responsible","Good reputation","","","","09/15/2018","3","3","3","3","3","0","0","0","0","0","39","","","","43","","","46","47","","","","","","","","","","","","2","3","","5","","7","","","","","12","13","","15","","17","","","4","3","4","3","4","2","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1261","Sep 14, 2018 7:25:15 pm","Sep 15, 2018 5:14:36 pm","Complete","","","English","","","1536978315_5b9c6d8b486940.51459407","","","","62.0","1","google-2018","1","5a360eb1-8891-4946-9d64-17d223d0ef02","","","Independent","","Customizable","","Opensource","","Fast","","Stable","","","","","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","","","","09/14/2018","3","1","1","1","2","0","1","0","0","0","","","","","43","","45","","47","","","","","","","","","","","","2","3","","5","6","","","9","","","","13","","","16","17","","","4","4","4","4","4","1","5","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1262","Sep 15, 2018 5:20:15 pm","Sep 15, 2018 5:30:23 pm","Complete","","","English","","","1537057215_5b9da1bfaad375.87424115","","","","58.0.1","0","google-2018","0","b48d3729-4c38-4ae1-97a3-424d60f40b45","","","","","","","","","","Popular","","","","","","","","Private","Efficient","Socially responsible","","","Been using for years","","09/15/2018","2","3","3","2","2","0","0","0","0","0","39","","","","","44","45","46","","","","50","","","","54","","56","","1","2","","","5","6","","","","10","","12","13","","","","","","","3","2","3","3","4","0","1","FF secondary"
"1263","Sep 15, 2018 5:20:59 pm","Sep 15, 2018 5:26:01 pm","Complete","","","English","","","1537057259_5b9da1eb21d787.53166273","","","","62.0","1","google-2018","0","0a4d1a2a-ea04-4122-9cc5-42ac4e2b0ee7","","","","","","","","","Fast","Popular","","","","Easy to find","Simple","Full of features","Secure","","","","","","Been using for years","","09/15/2018","2","2","2","2","1","0","0","0","0","0","39","","","","","","","","","","","","","","","","","56","","","2","","","5","","7","","","","","","13","","","","","","","0","0","0","4","4","0","2","FF only"
"1264","Sep 15, 2018 5:27:46 pm","Sep 15, 2018 5:30:35 pm","Complete","","","English","","","1537057666_5b9da382144499.69619292","","","","62.0","1","google-2018","0","de9ec3e9-05a1-4610-afb1-dd2ada0aba54","","","","Recommended","","","","","Fast","","Stable","","","","Simple","","","","Efficient","","Good reputation","","Been using for years","","09/15/2018","2","2","1","3","0","0","0","0","0","0","39","40","","","43","","45","","47","","","","","","","","55","","","","2","3","4","5","","","","","10","","","","","","16","17","","","3","3","4","4","4","5","2.5","FF only"
"1265","Sep 15, 2018 5:29:47 pm","Sep 15, 2018 5:32:49 pm","Complete","","","English","","","1537057787_5b9da3fb1a90f9.50360111","","","","62.0","0","google-2018","1","862eeebc-e4b8-4aca-9f68-1d19c6e9d30f","","","","","","","","","Fast","","Stable","","","","","","Secure","Private","","","","","","","09/15/2018","2","2","3","2","2","0","1","0","0","0","39","40","","","43","","","46","","","","","","","","","55","","","","2","3","4","","","","","9","","","12","13","","15","16","17","","","3","2","4","3","3","8","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1266","Sep 15, 2018 5:29:47 pm","Sep 15, 2018 8:05:01 pm","Complete","","","English","","","1537057787_5b9da3fbbe2f81.47762304","","","","62.0","1","google-2018","0","5f4dbca5-2801-4d56-af80-f2a3da8e6e2e","","","Independent","","Customizable","","Opensource","","Fast","","Stable","","","Easy to find","","","Secure","","Efficient","Socially responsible","Good reputation","On my side","Been using for years","","09/15/2018","3","3","3","3","3","0","0","0","0","0","39","","","42","43","44","","","","","49","50","","","","","55","","","","2","3","4","5","","7","","","","","","","14","15","16","17","","","4","4","4","4","4","3","4","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1267","Sep 15, 2018 5:34:57 pm","Sep 15, 2018 5:39:57 pm","Complete","","","English","","","1537058096_5b9da530ebc478.30883557","","","","62.0","1","google-2018","1","7011aa0c-2cae-4773-a4e0-bd86ae1fa83a","","","Independent","Recommended","","","Opensource","Friendly","Fast","","Stable","","","","Simple","","Secure","","Efficient","Socially responsible","Good reputation","On my side","","","09/15/2018","3","3","","3","3","0","1","0","0","0","39","40","","42","43","","45","","","","49","","51","","53","","","56","","","2","3","4","5","6","7","","9","","","12","13","","15","16","17","","","4","4","4","4","4","0","8","FF only"
"1268","Sep 15, 2018 5:38:48 pm","Sep 15, 2018 5:49:17 pm","Complete","","","English","","","1537058328_5b9da618b54106.28056545","","","","62.0","1","google-2018","0","d866c8f5-c005-4153-bb02-dd05c4470b21","","","Independent","","Customizable","Different","Opensource","Friendly","Fast","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","","","On my side","","","09/15/2018","3","0","","1","2","0","0","0","1","0","","","","42","43","","","","47","","","","","","","","","","","","2","","","5","","","","","","","","","","15","","17","","","4","4","4","4","4","0","3","FF only"
"1269","Sep 15, 2018 5:47:52 pm","Sep 15, 2018 5:49:12 pm","Partial","","","English","","","1537058872_5b9da83875d004.27926105","","","","62.0","1","ddg","1","e3da1c6d-8937-e74f-bb9f-0ee6dab1a4a9","","","Independent","","","","","Friendly","Fast","Popular","Stable","","","","Simple","","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","","","09/15/2018","3","2","3","3","2","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1270","Sep 15, 2018 5:58:24 pm","Sep 15, 2018 6:02:46 pm","Complete","","","English","","","1537059504_5b9daab039dc54.45087540","","","","62.0","1","google-2018","0","a4140543-fcbd-974b-ba2c-c662fb5e69d5","","","","","","","","","Fast","","Stable","","","","Simple","","Secure","","Efficient","","","","","","09/15/2018","1","1","1","2","1","0","1","1","1","1","","","","","","44","","","47","","","","","","","","","56","","","","3","4","","","7","","","10","","","13","","","16","","","","3","3","1","3","3","0","5","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1271","Sep 15, 2018 6:00:27 pm","Sep 15, 2018 6:04:58 pm","Complete","","","English","","","1537059627_5b9dab2b789e66.04287197","","","","62.0","1","ddg","1","6aa3af2d-652d-4378-baec-8bbec6df2787","","","","","Customizable","","","Friendly","Fast","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","","Good reputation","On my side","","","09/15/2018","2","3","3","3","2","0","0","0","0","0","39","40","","","43","","","46","47","","49","50","","","53","54","55","56","","","2","3","4","5","","7","","","","","","","","15","16","17","","","4","4","0","4","2","1","6","FF secondary"
"1272","Sep 15, 2018 6:01:47 pm","Sep 15, 2018 6:06:35 pm","Complete","","","English","","","1537059707_5b9dab7bda31e5.59571503","","","","61.0.2","1","google-2018","1","756fab56-0835-408a-b71a-e85116e5a6a5","","","Independent","","","","","","","","Stable","","","","","","Secure","Private","","","","","","","09/15/2018","2","2","2","2","1","0","0","0","0","0","39","40","","42","43","","45","","","","49","","","","53","","55","","","1","2","3","4","5","","7","","9","10","","12","13","","15","16","17","","","2","3","2","3","4","2","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1273","Sep 15, 2018 6:04:51 pm","Sep 15, 2018 6:08:23 pm","Complete","","","English","","","1537059890_5b9dac32e21e89.05164325","","","","62.0","1","ddg","1","fec83963-68a5-4db6-9ed0-3b8e72b85fcd","","","Independent","","Customizable","","","","Fast","","Stable","","","","","","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","Been using for years","","09/15/2018","3","3","2","3","2","0","0","1","0","0","39","40","","","43","","45","","47","","49","50","51","","","54","55","56","","","2","3","4","5","","7","","","","","","13","","15","16","17","","","4","4","4","4","4","10","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1274","Sep 15, 2018 6:05:17 pm","Sep 15, 2018 6:09:14 pm","Complete","","","English","","","1537059917_5b9dac4d6e2502.78575238","","","","62.0","1","google-2018","0","02fa3eef-f677-4b7a-aeaa-2ce7168474e1","","","","","","","","Friendly","","","Stable","","","","","","Secure","","","","Good reputation","","","","09/15/2018","3","2","3","2","3","0","0","0","0","0","39","","","","43","","","","","","","","","","","","","","","1","","","4","5","","7","","","","","","","","","16","17","","","0","2","0","3","3","0","10","FF only"
"1275","Sep 15, 2018 6:05:24 pm","Sep 15, 2018 6:15:48 pm","Complete","","","English","","","1537059923_5b9dac53e0fb10.36316512","","","","62.0","0","google-2018","0","8e4ceb2e-4f3c-4b93-895a-de677478ccde","","","","","","","","","Fast","","Stable","","","","Simple","","Secure","Private","Efficient","","","","","","09/15/2018","3","2","3","2","2","1","1","1","1","0","","","","","43","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","15","","17","","","0","0","0","4","4","0","2","FF only"
"1276","Sep 15, 2018 6:10:24 pm","Sep 15, 2018 6:13:15 pm","Complete","","","English","","","1537060224_5b9dad803fa1a2.00298428","","","","62.0","1","google-2018","0","d2a77e75-31b5-46dd-bfee-22891884fd5d","","","","","Customizable","","","","Fast","","Stable","","","","Simple","","","Private","Efficient","","Good reputation","","","","09/15/2018","3","0","2","1","2","0","1","1","1","0","39","40","","","43","","","","47","","","50","51","","53","","55","56","","","2","3","4","5","","7","","","","","12","13","","","16","17","","","4","4","4","4","4","9","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
